ProductID,TicketType,Quantity,Elasticity,AvgPrice,ProjectedRevenue,OptimalPricePercentChange,OptimalPrice,OptimalQuantity,OptimalRevenue,RevenueGain
1866,,1.1559207,1.0700477603476195,262.0,302.8512349128723,-0.03,254.1400000000001,1.1930274560381033,303.1959976775237,0.3447627646513638
2032,,96.0017,0.28730962031239676,80.28571428571429,7707.565165928432,0.49,119.62571428571437,82.4864172958151,9867.496587881385,2159.9314219529533
2414,,225.86671,0.07432290160074823,419.57142857142856,94767.22006007603,0.49,625.1614285714289,217.6410503759898,136060.7899688401,41293.56990876408
2543,,0.89106804,3.146197886987408,116.33333333333333,103.66091547409692,-0.34,76.78000000000002,1.8442500135089699,141.60151603721874,37.94060056312182
3122,,8663.633,2.046033816322967,214.57142857142858,1858968.0691964286,-0.26,158.7828571428572,13272.415096210862,2107431.9901623507,248463.92096592207
4097,,118.42685,0.2755889673594812,119.57142857142857,14160.467559814453,0.49,178.16142857142867,102.43465413437548,18249.904315800537,4089.436755986084
4154,,4.7236915,0.889095357437041,185.0,873.8829207420349,0.06,196.10000000000008,4.471702734462262,876.90090622805,3.01798548601505
4300,,842.1105,0.23489193812628031,76.57142857142857,64481.60198102678,0.49,114.09142857142864,745.1860426114673,85019.3401530318,20537.73817200501
4354,,1.1438531,2.7627284890451853,241.42857142857142,276.15881221635,-0.32,164.1714285714286,2.1551028153012224,353.8063079063093,77.64749568995933
4369,,1372.8854,0.05442219154681256,176.28571428571428,242020.07913643972,0.49,262.66571428571444,1336.2748148339874,350993.5787203801,108973.49958394037
6940,,14.457049,0.25531501311350546,98.42857142857143,1422.9867165429253,0.49,146.65857142857152,12.648409512588294,1854.997669959754,432.01095341682867
7391,,3.3431451,1.8056902016547955,101.25,338.49344462156296,-0.22,78.97500000000002,4.67121570175428,368.9092600460443,30.415815424481366
7468,,0.49608815,5.217922278726943,237.42857142857142,117.78550008365086,-0.4,142.45714285714288,1.5315079052818825,218.1742404495848,100.38874036593394
7505,,1.9541143,0.3730114515954805,593.4285714285714,1159.627268075943,0.49,884.208571428572,1.5969498789264196,1412.0367710885605,252.4095030126175
7732,,108.75816,0.6722130263537132,163.85714285714286,17820.80192565918,0.24,203.18285714285724,91.21208644538667,18532.732329934945,711.9304042757649
7741,,509.69974,0.29363082940896884,168.28571428571428,85775.18440464564,0.49,250.74571428571443,436.3645947726899,109416.55200527445,23641.367600628815
7750,,16.187294,2.1188639362984603,59.57142857142857,964.3002286638532,-0.26,44.08285714285715,25.10494911538832,1106.6978854323613,142.3976567685081
7774,,3032.4165,11.815929170478471,78.0,236528.4873046875,-0.46,42.120000000000005,19514.593071657502,821954.6601782141,585426.1728735266
7785,,84.5688,8.5084837016358,92.71428571428571,7840.7360600062775,-0.44,51.92,401.17180176309677,20828.839947539986,12988.103887533707
7836,,136.10083,1.5662166765719974,50.285714285714285,6843.927455357143,-0.18,41.234285714285726,174.47024023558214,7194.155734514064,350.2282791569205
7853,,5113.7925,6.672516441696026,109.71428571428571,561056.0892857142,-0.43,62.53714285714286,19786.19417476892,1237372.0517066917,676315.9624209775
7899,,339.1784,4.747247764925522,63.285714285714285,21465.1476789202,-0.39,38.60428571428572,967.1423379404138,37335.83914023401,15870.691461313814
7950,,14.974555,9.086173843612647,272.0,4073.0789642333984,-0.44,152.32000000000002,74.84157546051253,11399.86877414527,7326.789809911872
7952,,0.016914565,1.6656900996630863,85.5,1.4461953174322844,-0.2,68.40000000000002,0.022549449846988277,1.5423823695339987,0.0961870521017143
8024,,249.6725,0.6917589385720638,360.14285714285717,89917.76771981377,0.22,439.374285714286,211.6756001275245,93004.8156091739,3087.047889360125
8097,,604.52075,2.059275788347985,72.28571428571429,43698.21435546876,-0.26,53.49142857142859,928.1882384463817,49650.11485769475,5951.900502225995
